Gene Symbol	Description	Category	Gifts	GC Id	Relevance score	 GeneCards Link
DHCR24	24-Dehydrocholesterol Reductase	Protein Coding	51	GC01M054849	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR24
GRK6	G Protein-Coupled Receptor Kinase 6	Protein Coding	50	GC05P177403	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK6
SKP1	S-Phase Kinase Associated Protein 1	Protein Coding	48	GC05M134148	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP1
UBR5	Ubiquitin Protein Ligase E3 Component N-Recognin 5	Protein Coding	47	GC08M102252	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5
SMPD3	Sphingomyelin Phosphodiesterase 3	Protein Coding	47	GC16M068358	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD3
MPG	N-Methylpurine DNA Glycosylase	Protein Coding	46	GC16P000429	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPG
C1QTNF1	C1q And TNF Related 1	Protein Coding	44	GC17P079022	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QTNF1
EGFL7	EGF Like Domain Multiple 7	Protein Coding	44	GC09P136658	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFL7
AOAH	Acyloxyacyl Hydrolase	Protein Coding	43	GC07M036519	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AOAH
GZMK	Granzyme K	Protein Coding	42	GC05P055024	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMK
NKRF	NFKB Repressing Factor	Protein Coding	42	GC0XM119588	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKRF
C2orf40	Chromosome 2 Open Reading Frame 40	Protein Coding	40	GC02P106048	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2orf40
MARCH7	Membrane Associated Ring-CH-Type Finger 7	Protein Coding	39	GC02P159712	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCH7
IGKV2D-29	Immunoglobulin Kappa Variable 2D-29	Protein Coding	16	GC02P090264	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKV2D-29
TGFB2-OT1	TGFB2 Overlapping Transcript 1	RNA Gene	11	GC01P218442	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2-OT1
C5AR2	Complement Component 5a Receptor 2	Protein Coding	45	GC19P047333	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5AR2
FGF3	Fibroblast Growth Factor 3	Protein Coding	52	GC11M069811	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF3
OFD1	OFD1, Centriole And Centriolar Satellite Protein	Protein Coding	47	GC0XP013752	1.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OFD1
KLK11	Kallikrein Related Peptidase 11	Protein Coding	47	GC19M051023	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK11
PVR	Poliovirus Receptor	Protein Coding	51	GC19P044644	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVR
PSMB7	Proteasome Subunit Beta 7	Protein Coding	50	GC09M124353	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB7
CNTFR	Ciliary Neurotrophic Factor Receptor	Protein Coding	50	GC09M034541	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTFR
LONP1	Lon Peptidase 1, Mitochondrial	Protein Coding	49	GC19M005691	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LONP1
MAP3K12	Mitogen-Activated Protein Kinase Kinase Kinase 12	Protein Coding	49	GC12M053479	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K12
COX4I1	Cytochrome C Oxidase Subunit 4I1	Protein Coding	49	GC16P085833	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX4I1
FUT8	Fucosyltransferase 8	Protein Coding	48	GC14P065411	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8
ZBTB17	Zinc Finger And BTB Domain Containing 17	Protein Coding	47	GC01M015943	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB17
CDX1	Caudal Type Homeobox 1	Protein Coding	42	GC05P150133	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDX1
VSIG4	V-Set And Immunoglobulin Domain Containing 4	Protein Coding	42	GC0XM066021	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSIG4
SLC16A4	Solute Carrier Family 16 Member 4	Protein Coding	42	GC01M110362	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A4
ARSH	Arylsulfatase Family Member H	Protein Coding	39	GC0XP003006	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSH
ERVK-6	Endogenous Retrovirus Group K Member 6, Envelope	Protein Coding	19	GC07U903184	1.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVK-6
P2RX4	Purinergic Receptor P2X 4	Protein Coding	49	GC12P122175	1.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX4
STAB1	Stabilin 1	Protein Coding	45	GC03P052529	1.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB1
BPIFA1	BPI Fold Containing Family A Member 1	Protein Coding	42	GC20P033235	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPIFA1
LOC111365141	NOS2 5' Regulatory Region	Uncategorized	3	GC17U902748	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111365141
RAD51	RAD51 Recombinase	Protein Coding	58	GC15P040694	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51
HCN2	Hyperpolarization Activated Cyclic Nucleotide Gated Potassium And Sodium Channel 2	Protein Coding	52	GC19P000589	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCN2
TDO2	Tryptophan 2,3-Dioxygenase	Protein Coding	52	GC04P155854	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDO2
EPHB3	EPH Receptor B3	Protein Coding	51	GC03P184561	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB3
HSPA2	Heat Shock Protein Family A (Hsp70) Member 2	Protein Coding	51	GC14P064535	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2
PSMD9	Proteasome 26S Subunit, Non-ATPase 9	Protein Coding	50	GC12P122186	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD9
M6PR	Mannose-6-Phosphate Receptor, Cation Dependent	Protein Coding	50	GC12M008984	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=M6PR
CRAT	Carnitine O-Acetyltransferase	Protein Coding	50	GC09M129094	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRAT
WDR5	WD Repeat Domain 5	Protein Coding	50	GC09P134135	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR5
MARK2	Microtubule Affinity Regulating Kinase 2	Protein Coding	49	GC11P063857	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK2
MAP3K6	Mitogen-Activated Protein Kinase Kinase Kinase 6	Protein Coding	49	GC01M027365	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K6
CLCN3	Chloride Voltage-Gated Channel 3	Protein Coding	48	GC04P169612	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN3
GSTM2	Glutathione S-Transferase Mu 2	Protein Coding	47	GC01P109668	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM2
B9D2	B9 Domain Containing 2	Protein Coding	47	GC19M041354	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=B9D2
CADM3	Cell Adhesion Molecule 3	Protein Coding	47	GC01P159141	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CADM3
FANCM	FA Complementation Group M	Protein Coding	47	GC14P045135	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCM
PA2G4	Proliferation-Associated 2G4	Protein Coding	47	GC12P056105	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PA2G4
PERP	PERP, TP53 Apoptosis Effector	Protein Coding	46	GC06M138088	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PERP
F13B	Coagulation Factor XIII B Chain	Protein Coding	45	GC01M197008	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=F13B
KSR1	Kinase Suppressor Of Ras 1	Protein Coding	45	GC17P027456	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KSR1
RND1	Rho Family GTPase 1	Protein Coding	45	GC12M048857	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RND1
CHI3L2	Chitinase 3 Like 2	Protein Coding	45	GC01P111201	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L2
RBBP5	RB Binding Protein 5, Histone Lysine Methyltransferase Complex Subunit	Protein Coding	45	GC01M205055	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP5
SPAM1	Sperm Adhesion Molecule 1	Protein Coding	45	GC07P123925	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAM1
BCL2L14	BCL2 Like 14	Protein Coding	44	GC12P012049	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L14
BDH2	3-Hydroxybutyrate Dehydrogenase 2	Protein Coding	44	GC04M103077	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDH2
HBE1	Hemoglobin Subunit Epsilon 1	Protein Coding	44	GC11M005268	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBE1
CD101	CD101 Molecule	Protein Coding	44	GC01P117001	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD101
FBXO3	F-Box Protein 3	Protein Coding	44	GC11M033762	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO3
SIN3B	SIN3 Transcription Regulator Family Member B	Protein Coding	44	GC19P016829	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIN3B
GIMAP5	GTPase, IMAP Family Member 5	Protein Coding	43	GC07P150718	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIMAP5
PPM1L	Protein Phosphatase, Mg2+/Mn2+ Dependent 1L	Protein Coding	42	GC03P160755	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1L
CCP110	Centriolar Coiled-Coil Protein 110	Protein Coding	42	GC16P019536	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCP110
KMT2B	Lysine Methyltransferase 2B	Protein Coding	42	GC19P036740	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2B
MED30	Mediator Complex Subunit 30	Protein Coding	41	GC08P117521	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED30
NINJ2	Ninjurin 2	Protein Coding	41	GC12M000564	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NINJ2
ORMDL1	ORMDL Sphingolipid Biosynthesis Regulator 1	Protein Coding	41	GC02M189770	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORMDL1
C1QTNF9	C1q And TNF Related 9	Protein Coding	39	GC13P024307	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QTNF9
C5orf56	Chromosome 5 Open Reading Frame 56	Protein Coding	26	GC05P132410	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5orf56
MIR182	MicroRNA 182	RNA Gene	19	GC07M129770	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR182
MIR378A	MicroRNA 378a	RNA Gene	19	GC05P149732	1.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR378A
NTF3	Neurotrophin 3	Protein Coding	50	GC12P005432	1.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTF3
ITGAD	Integrin Subunit Alpha D	Protein Coding	43	GC16P031405	1.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAD
HDC	Histidine Decarboxylase	Protein Coding	50	GC15M050241	1.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDC
MAPK13	Mitogen-Activated Protein Kinase 13	Protein Coding	55	GC06P041896	1.08	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK13
BAK1	BCL2 Antagonist/Killer 1	Protein Coding	52	GC06M033572	1.08	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAK1
ATF2	Activating Transcription Factor 2	Protein Coding	52	GC02M175072	1.07	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF2
THPO	Thrombopoietin	Protein Coding	50	GC03M184371	1.07	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THPO
MAPK12	Mitogen-Activated Protein Kinase 12	Protein Coding	55	GC22M050246	1.07	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK12
NF2	Neurofibromin 2	Protein Coding	56	GC22P029603	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2
PRKACG	Protein Kinase CAMP-Activated Catalytic Subunit Gamma	Protein Coding	54	GC09M069013	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACG
BMX	BMX Non-Receptor Tyrosine Kinase	Protein Coding	52	GC0XP015392	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMX
CARM1	Coactivator Associated Arginine Methyltransferase 1	Protein Coding	52	GC19P010871	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARM1
DAO	D-Amino Acid Oxidase	Protein Coding	52	GC12P108859	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAO
SKI	SKI Proto-Oncogene	Protein Coding	52	GC01P002228	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKI
PPP2CB	Protein Phosphatase 2 Catalytic Subunit Beta	Protein Coding	50	GC08M030762	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CB
INHA	Inhibin Subunit Alpha	Protein Coding	50	GC02P219569	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHA
LIAS	Lipoic Acid Synthetase	Protein Coding	50	GC04P039463	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIAS
GRB7	Growth Factor Receptor Bound Protein 7	Protein Coding	50	GC17P039744	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB7
QKI	QKI, KH Domain Containing RNA Binding	Protein Coding	49	GC06P163414	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=QKI
ATP6V1E1	ATPase H+ Transporting V1 Subunit E1	Protein Coding	49	GC22M017592	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1E1
CALU	Calumenin	Protein Coding	49	GC07P128739	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALU
TRAP1	TNF Receptor Associated Protein 1	Protein Coding	48	GC16M003652	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAP1
ABI1	Abl Interactor 1	Protein Coding	47	GC10M026746	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABI1
LIN28A	Lin-28 Homolog A	Protein Coding	47	GC01P026410	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN28A
SELENBP1	Selenium Binding Protein 1	Protein Coding	47	GC01M151339	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENBP1
PSMB3	Proteasome Subunit Beta 3	Protein Coding	46	GC17P038752	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB3
GADD45G	Growth Arrest And DNA Damage Inducible Gamma	Protein Coding	46	GC09P089605	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GADD45G
CYP3A43	Cytochrome P450 Family 3 Subfamily A Member 43	Protein Coding	46	GC07P099829	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A43
B3GALT5	Beta-1,3-Galactosyltransferase 5	Protein Coding	45	GC21P039556	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GALT5
GP2	Glycoprotein 2	Protein Coding	45	GC16M020320	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP2
KLHL2	Kelch Like Family Member 2	Protein Coding	45	GC04P165207	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL2
CELSR3	Cadherin EGF LAG Seven-Pass G-Type Receptor 3	Protein Coding	45	GC03M048673	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELSR3
PHLPP1	PH Domain And Leucine Rich Repeat Protein Phosphatase 1	Protein Coding	45	GC18P062715	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLPP1
RAB37	RAB37, Member RAS Oncogene Family	Protein Coding	44	GC17P074671	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB37
MCM3AP	Minichromosome Maintenance Complex Component 3 Associated Protein	Protein Coding	44	GC21M046235	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3AP
NEIL2	Nei Like DNA Glycosylase 2	Protein Coding	44	GC08P011769	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEIL2
ZFPM1	Zinc Finger Protein, FOG Family Member 1	Protein Coding	44	GC16P088519	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPM1
KCNN1	Potassium Calcium-Activated Channel Subfamily N Member 1	Protein Coding	43	GC19P020029	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNN1
TACC2	Transforming Acidic Coiled-Coil Containing Protein 2	Protein Coding	42	GC10P121989	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC2
RWDD3	RWD Domain Containing 3	Protein Coding	41	GC01P095171	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RWDD3
PGGT1B	Protein Geranylgeranyltransferase Type I Subunit Beta	Protein Coding	41	GC05M115210	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGGT1B
ADAMDEC1	ADAM Like Decysin 1	Protein Coding	40	GC08P024297	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMDEC1
ZC3H12C	Zinc Finger CCCH-Type Containing 12C	Protein Coding	40	GC11P110092	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12C
CEMIP	Cell Migration Inducing Hyaluronidase 1	Protein Coding	37	GC15P080779	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEMIP
MAP3K19	Mitogen-Activated Protein Kinase Kinase Kinase 19	Protein Coding	37	GC02M134964	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K19
C2CD4B	C2 Calcium Dependent Domain Containing 4B	Protein Coding	34	GC15M062164	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4B
C2CD4A	C2 Calcium Dependent Domain Containing 4A	Protein Coding	33	GC15P062066	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4A
BUD23	BUD23, RRNA Methyltransferase And Ribosome Maturation Factor	Protein Coding	33	GC07P073684	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUD23
H2BFS	H2B Histone Family Member S	Protein Coding	29	GC21P043565	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BFS
MIR212	MicroRNA 212	RNA Gene	19	GC17M002050	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR212
MIR335	MicroRNA 335	RNA Gene	18	GC07P130496	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR335
MIR1908	MicroRNA 1908	RNA Gene	16	GC11M061815	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1908
HBB-LCR	Beta-Globin Locus Control Region	Genetic Locus	6	GC11U902985	1.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB-LCR
MFGE8	Milk Fat Globule-EGF Factor 8 Protein	Protein Coding	50	GC15M088898	1.04	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFGE8
SOCS2	Suppressor Of Cytokine Signaling 2	Protein Coding	50	GC12P093569	1.03	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS2
HK1	Hexokinase 1	Protein Coding	57	GC10P069269	1.03	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK1
UCP1	Uncoupling Protein 1	Protein Coding	52	GC04M140559	1.02	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP1
SIGLEC1	Sialic Acid Binding Ig Like Lectin 1	Protein Coding	46	GC20M003667	1.02	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC1
WNT10B	Wnt Family Member 10B	Protein Coding	56	GC12M048965	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT10B
SLC12A5	Solute Carrier Family 12 Member 5	Protein Coding	54	GC20P046021	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A5
PYGM	Glycogen Phosphorylase, Muscle Associated	Protein Coding	53	GC11M064763	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGM
ALDH1A1	Aldehyde Dehydrogenase 1 Family Member A1	Protein Coding	53	GC09M072900	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A1
GRM3	Glutamate Metabotropic Receptor 3	Protein Coding	53	GC07P086643	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM3
PIKFYVE	Phosphoinositide Kinase, FYVE-Type Zinc Finger Containing	Protein Coding	53	GC02P208266	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE
CHRNA1	Cholinergic Receptor Nicotinic Alpha 1 Subunit	Protein Coding	52	GC02M174747	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA1
PIK3R4	Phosphoinositide-3-Kinase Regulatory Subunit 4	Protein Coding	52	GC03M130678	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R4
USP14	Ubiquitin Specific Peptidase 14	Protein Coding	52	GC18P000158	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP14
AMPD1	Adenosine Monophosphate Deaminase 1	Protein Coding	51	GC01M114673	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMPD1
ADCY7	Adenylate Cyclase 7	Protein Coding	51	GC16P050244	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY7
GRM2	Glutamate Metabotropic Receptor 2	Protein Coding	51	GC03P051707	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM2
GFER	Growth Factor, Augmenter Of Liver Regeneration	Protein Coding	51	GC16P001984	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFER
SKP2	S-Phase Kinase Associated Protein 2	Protein Coding	51	GC05P036103	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP2
BCL2L2	BCL2 Like 2	Protein Coding	50	GC14P024290	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L2
CHRM5	Cholinergic Receptor Muscarinic 5	Protein Coding	50	GC15P033968	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM5
IGFALS	Insulin Like Growth Factor Binding Protein Acid Labile Subunit	Protein Coding	50	GC16M001790	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFALS
FGF9	Fibroblast Growth Factor 9	Protein Coding	50	GC13P021671	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF9
CACNG2	Calcium Voltage-Gated Channel Auxiliary Subunit Gamma 2	Protein Coding	50	GC22M036561	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG2
SUMF1	Sulfatase Modifying Factor 1	Protein Coding	50	GC03M003700	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMF1
PLXNA1	Plexin A1	Protein Coding	49	GC03P126988	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNA1
POU2F2	POU Class 2 Homeobox 2	Protein Coding	48	GC19M042086	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU2F2
RNF8	Ring Finger Protein 8	Protein Coding	47	GC06P041926	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF8
DGCR8	DGCR8, Microprocessor Complex Subunit	Protein Coding	47	GC22P020080	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR8
TLE4	Transducin Like Enhancer Of Split 4	Protein Coding	47	GC09P079571	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLE4
TNR	Tenascin R	Protein Coding	47	GC01M175291	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNR
ZFPM2	Zinc Finger Protein, FOG Family Member 2	Protein Coding	47	GC08P104590	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPM2
STX8	Syntaxin 8	Protein Coding	46	GC17M009250	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX8
B3GNT3	UDP-GlcNAc:BetaGal Beta-1,3-N-Acetylglucosaminyltransferase 3	Protein Coding	45	GC19P017794	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GNT3
CNPY3	Canopy FGF Signaling Regulator 3	Protein Coding	45	GC06P042929	1.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNPY3
